sport_type,weighted_average_watts,max_heartrate,kudos_count,distance_m,start_date_local,achievement_count,start_lng,kilojoules,type,calories,elapsed_time_s,average_cadence,pr_count,total_elevation_gain_m,location_city,max_watts,max_speed_ms,start_lat,date,name,average_heartrate,commute,average_pace_min_km,suffer_score,moving_time_s,average_watts,trainer,location_country,average_speed_ms,distance_km,gear_id,id
VirtualRide,161,149.0,29,31260.6,2023-02-23T05:17:17Z,3,166.94823145866394,771.5,VirtualRide,,4917,89.0,0,281.0,,411,20.23,-11.639491617679596,2023-02-23,Zwift - Foundation in Watopia,129.9,False,,,4917,156.9,False,,6.358,31.26,b9840788,8607633158
VirtualRide,195,172.0,32,37134.9,2023-02-22T05:15:05Z,3,166.95375680923462,849.5,VirtualRide,,4728,89.8,2,357.0,,331,18.44,-11.637033373117447,2023-02-22,Zwift - Threshold Development in Watopia,144.6,False,,,4728,179.7,False,,7.854,37.13,b9840788,8602253344
VirtualRide,191,165.0,21,36031.0,2023-02-21T05:19:37Z,2,166.95259809494019,801.8,VirtualRide,,4524,83.2,0,302.0,,294,19.04,-11.635617166757584,2023-02-21,Zwift - Threshold Development in Watopia,140.4,False,,,4524,177.2,False,,7.964,36.03,b9840788,8596446140
VirtualRide,160,147.0,27,41007.5,2023-02-16T05:48:35Z,1,165.8451247215271,880.7,VirtualRide,,5634,88.6,0,334.0,,266,15.686,-10.766400396823883,2023-02-16,Zwift - Foundation in Makuri Islands,134.4,False,,,5634,156.3,False,,7.279,41.01,b9840788,8569366900
VirtualRide,187,165.0,32,31054.4,2023-02-15T05:25:15Z,0,-0.07849149405956268,764.1,VirtualRide,,4417,82.8,0,342.0,,304,21.922,51.50943696498871,2023-02-15,Zwift - Threshold Development in London,140.4,False,,,4417,173.0,False,,7.031,31.05,b9840788,8563554590
VirtualRide,168,155.0,23,30591.4,2023-02-14T05:46:46Z,2,165.84370851516724,636.3,VirtualRide,,3989,88.5,1,247.0,,274,15.118,-10.76763354241848,2023-02-14,Zwift - Foundation in Makuri Islands,134.9,False,,,3989,159.5,False,,7.669,30.59,b9840788,8557928265
VirtualRide,182,169.0,33,100067.0,2023-02-13T05:22:26Z,11,166.94068908691406,2734.7,VirtualRide,,16413,86.5,2,1605.0,,643,21.802,-11.647924482822418,2023-02-13,Zwift - Threshold Development in Watopia,140.6,False,,,16380,167.0,False,,6.109,100.07,b9840788,8553070888
Walk,,,18,8516.7,2023-02-11T11:43:54Z,0,-2.3897023033350706,,Walk,,7791,,0,76.0,,,2.768,53.330492014065385,2023-02-11,Lunch Walk,,False,13.85,,7081,,False,,1.203,8.52,,8543434931
VirtualRide,176,171.0,26,60421.6,2023-02-10T08:09:39Z,2,166.98201656341553,1202.8,VirtualRide,,7087,87.6,2,434.0,,592,15.528,-11.639437973499298,2023-02-10,Zwift - Eastern Eight in Watopia,146.1,False,,,7087,169.7,False,,8.526,60.42,b9840788,8536250471
VirtualRide,162,154.0,25,32402.2,2023-02-09T05:19:44Z,3,-0.1406692899763584,634.1,VirtualRide,,4010,89.5,1,148.0,,269,15.924,51.50239884853363,2023-02-09,Zwift - Foundation in London,141.2,False,,,4010,158.1,False,,8.08,32.4,b9840788,8530283081
VirtualRide,160,152.0,22,35146.6,2023-02-08T05:15:55Z,4,166.18257880210876,667.4,VirtualRide,,4272,89.3,0,155.0,,386,13.502,-21.736147105693817,2023-02-08,Zwift - Foundation in France,139.5,False,,,4272,156.2,False,,8.227,35.15,b9840788,8524642743
VirtualRide,180,160.0,23,34038.1,2023-02-07T07:21:21Z,2,165.8451247215271,779.8,VirtualRide,,4580,86.7,0,294.0,,495,16.002,-10.766402408480644,2023-02-07,Zwift - Intermittent in Makuri Islands,142.9,False,,,4580,170.3,False,,7.432,34.04,b9840788,8518827247
VirtualRide,191,168.0,28,54052.9,2023-02-06T17:44:38Z,4,166.97383046150208,1305.3,VirtualRide,,7377,88.7,1,585.0,,705,20.384,-11.635123640298843,2023-02-06,Zwift - Tempo in Watopia,146.5,False,,,7377,176.9,False,,7.327,54.05,b9840788,8516116895
VirtualRide,197,174.0,36,52732.8,2023-02-04T11:40:19Z,2,165.83272218704224,1042.7,VirtualRide,,5538,89.1,1,417.0,,777,18.632,-10.762682184576988,2023-02-04,Zwift - Pacer Group Ride: Country to Coastal in Makuri Islands with Maria,157.5,False,,,5538,188.3,False,,9.522,52.73,b9840788,8502556225
VirtualRide,182,177.0,27,36164.2,2023-02-03T07:16:10Z,7,166.1811089515686,789.8,VirtualRide,,4909,88.1,4,289.0,,752,17.174,-21.736742556095123,2023-02-03,Zwift - Foundation in France,141.7,False,,,4909,160.9,False,,7.367,36.16,b9840788,8496633845
VirtualRide,150,160.0,23,32435.5,2023-02-02T07:26:23Z,1,166.94837093353271,613.3,VirtualRide,,4328,84.8,1,198.0,,482,14.348,-11.63938969373703,2023-02-02,Zwift - Strength in Watopia,134.6,False,,,4328,141.7,False,,7.494,32.44,b9840788,8491351143
VirtualRide,161,173.0,25,30170.1,2023-02-01T07:28:41Z,5,166.18245005607605,574.1,VirtualRide,,3729,90.1,0,197.0,,1152,13.86,-21.736196726560593,2023-02-01,Zwift - Foundation in France,143.8,False,,,3729,154.0,False,,8.091,30.17,b9840788,8485867542
VirtualRide,175,170.0,23,40061.8,2023-01-31T07:33:37Z,5,166.94685816764832,854.6,VirtualRide,,5228,88.2,1,341.0,,289,18.814,-11.640166193246841,2023-01-31,Zwift - Tempo in Watopia,147.1,False,,,5228,163.5,False,,7.663,40.06,b9840788,8480224345
VirtualRide,165,155.0,28,42589.9,2023-01-29T21:15:02Z,4,166.97240352630615,882.5,VirtualRide,,5443,88.3,1,334.0,,306,19.164,-11.636521071195602,2023-01-29,Zwift - More Zone 2 in Watopia,142.5,False,,,5443,162.1,False,,7.825,42.59,b9840788,8473774420
Hike,,141.0,25,6984.9,2023-01-29T12:24:34Z,0,-2.690157238394022,,Hike,,6719,51.0,0,244.0,,,2.448,53.2131904643029,2023-01-29,Lunch Hike with the dogs,97.5,False,14.97,,6276,,False,,1.113,6.98,,8471668972
VirtualRide,141,157.0,26,26545.6,2023-01-28T11:24:53Z,2,166.94887518882751,496.3,VirtualRide,,3651,89.4,0,220.0,,557,16.736,-11.63843885064125,2023-01-28,Zwift - Active Recovery in Watopia,131.8,False,,,3651,135.9,False,,7.271,26.55,b9840788,8464112937
VirtualRide,167,165.0,18,32479.9,2023-01-27T07:43:48Z,6,166.94831728935242,632.0,VirtualRide,,3944,83.0,2,187.0,,666,13.412,-11.63941115140915,2023-01-27,Zwift - Foundation in Watopia,138.4,False,,,3944,160.2,False,,8.235,32.48,b9840788,8458603211
VirtualRide,178,180.0,22,62095.9,2023-01-26T12:02:43Z,5,166.18247151374817,1275.8,VirtualRide,,7779,82.4,0,483.0,,848,17.228,-21.73618197441101,2023-01-26,Zwift - Strength in France Thumpit Thursday 💪,143.8,False,,,7779,164.0,False,,7.983,62.1,b9840788,8454475970
VirtualRide,169,176.0,21,30432.5,2023-01-25T07:16:57Z,13,-77.43177473545074,644.8,VirtualRide,,4066,86.6,6,218.0,,643,18.178,37.539666295051575,2023-01-25,Zwift - Foundation in Richmond,134.0,False,,,4066,158.6,False,,7.485,30.43,b9840788,8447975420
VirtualRide,173,166.0,26,34515.1,2023-01-24T07:29:29Z,4,-0.08066349662840366,807.0,VirtualRide,,4926,83.9,0,324.0,,423,21.698,51.50921165943146,2023-01-24,Zwift - Tempo in London,144.6,False,,,4926,163.8,False,,7.007,34.52,b9840788,8442351571
VirtualRide,170,168.0,25,30435.4,2023-01-22T19:56:53Z,0,165.85042476654053,569.7,VirtualRide,,3623,76.4,0,159.0,,798,14.78,-10.745339691638947,2023-01-22,Zwift - Wandering Flats in Makuri Islands,139.6,False,,,3623,157.3,False,,8.401,30.44,b9840788,8435447912
VirtualRide,192,171.0,21,50714.1,2023-01-21T21:33:16Z,0,166.97148084640503,1020.7,VirtualRide,,5568,77.4,0,277.0,,611,16.204,-11.637101769447327,2023-01-21,Zwift - Watopia's Waistband in Watopia,148.2,False,,,5568,183.3,False,,9.108,50.71,b9840788,8430048545
Walk,,,17,5270.1,2023-01-21T14:04:45Z,0,-2.5797774642705917,,Walk,,5246,,0,49.2,,,2.297,53.2623905595392,2023-01-21,Afternoon Walk,,False,13.76,,4353,,False,,1.211,5.27,,8430218561
VirtualRide,176,181.0,27,37231.6,2023-01-20T16:28:29Z,3,166.97238206863403,665.5,VirtualRide,,4038,81.5,2,58.0,,553,12.094,-11.636561304330826,2023-01-20,Zwift - Foundation in Watopia,147.9,False,,,4038,164.8,False,,9.22,37.23,b9840788,8422865678
VirtualRide,184,179.0,22,40541.2,2023-01-18T20:06:09Z,6,166.9723391532898,820.1,VirtualRide,,4764,81.5,3,349.0,,597,15.748,-11.636600196361542,2023-01-18,Zwift - Foundation in Watopia,149.5,False,,,4764,172.1,False,,8.51,40.54,b9840788,8413706571
VirtualRide,151,170.0,25,10071.5,2023-01-17T19:42:32Z,0,11.395981907844543,470.0,VirtualRide,,3313,83.2,0,395.0,,685,10.16,47.27344572544098,2023-01-17,Zwift - Strength in Innsbruck,143.2,False,,,3313,141.9,False,,3.04,10.07,b9840788,8407852992
VirtualRide,177,180.0,24,34359.2,2023-01-16T18:48:57Z,2,166.97174906730652,675.3,VirtualRide,,4027,80.9,2,263.0,,439,16.34,-11.637029349803925,2023-01-16,Zwift - Tempo in Watopia,157.7,False,,,4027,167.7,False,,8.532,34.36,b9840788,8402134690
VirtualRide,165,168.0,34,35299.6,2023-01-14T11:58:40Z,2,167.00016975402832,575.3,VirtualRide,,3621,74.7,0,111.0,,571,16.402,-11.645871251821518,2023-01-14,Zwift: Tick Tock in Watopia Lets Cycle,141.9,False,,,3621,158.9,False,,9.749,35.3,b9840788,8389244027
Snowboard,,179.0,35,2481.9,2022-12-26T13:35:01Z,0,6.594241037964821,,Snowboard,,1580,,0,0.0,,,9.108,45.29103451408446,2022-12-26,Afternoon Snowboard,170.0,False,,,750,,False,,3.309,2.48,,8293082982
VirtualRide,172,168.0,17,15634.7,2022-12-16T12:24:38Z,3,166.95239424705505,317.9,VirtualRide,,1895,78.4,2,85.0,,800,13.634,-11.635507196187973,2022-12-16,Zwift - Beach Island Loop in Watopia,146.2,False,,,1895,167.8,False,,8.251,15.63,b9840788,8254457444
VirtualRide,194,176.0,27,26737.4,2022-12-02T08:47:51Z,3,166.95028066635132,599.9,VirtualRide,,3269,73.5,2,305.0,,711,16.26,-11.636150926351547,2022-12-02,Zwift - Downtown Titans in Watopia,148.0,False,,,3269,183.5,False,,8.179,26.74,b9840788,8196495638
VirtualRide,180,165.0,23,15140.8,2022-11-28T22:32:25Z,2,166.9511604309082,339.1,VirtualRide,,1940,79.6,0,130.0,,368,18.524,-11.635678857564926,2022-11-28,Zwift - new toy in Watopia,143.9,False,,,1940,174.8,False,,7.805,15.14,b9840788,8181776186
Ride,189,171.0,20,21205.3,2022-11-17T13:53:36Z,0,,396.1,Ride,,2282,75.3,0,0,,891,13.176,,2022-11-17,Afternoon Ride,140.3,False,,,2282,173.3,True,,9.292,21.21,b9840788,8130831290
VirtualRide,165,,21,42136.3,2022-11-16T21:49:14Z,0,166.981920003891,869.8,VirtualRide,,5407,79.8,0,358.0,,177,16.652,-11.639586836099625,2022-11-16,Zwift - More Zone 2 in Watopia,,False,,,5407,160.9,False,,7.793,42.14,b9840788,8128076619
Ride,181,162.0,0,53465.0,2022-11-16T19:48:07Z,0,,947.1,Ride,,5434,80.3,0,0,,525,12.982,,2022-11-16,Evening Ride,149.0,False,,,5434,174.3,True,,9.839,53.47,b9840788,8128073982
Walk,,,20,4073.8,2022-11-13T15:13:25Z,0,-2.5105716940015554,,Walk,,3320,,0,15.1,,,3.266,53.26511853374541,2022-11-13,Afternoon Walk,,False,13.0,,3178,,False,,1.282,4.07,,8113563821
Run,,169.0,26,5151.8,2022-11-12T10:11:00Z,0,-2.5806480925530195,,Run,,2096,80.0,0,20.0,,,3.883,53.26232207939029,2022-11-12,Easy Morning Run with the wife ,143.0,False,6.32,,1953,,False,,2.638,5.15,,8105540808
VirtualRide,167,,21,26714.6,2022-11-08T22:11:23Z,3,-0.07772094570100307,610.5,VirtualRide,,3849,80.4,0,250.0,,389,21.416,51.50936722755432,2022-11-08,Zwift - Just Zone 2 in London,,False,,,3849,158.6,False,,6.941,26.71,b9840788,8089141630
Run,,179.0,18,5057.0,2022-11-04T12:46:07Z,3,-2.5798868481069803,,Run,,1747,80.0,2,28.0,,,4.04,53.26239307411015,2022-11-04,Lunch Run,164.5,False,5.47,,1661,,False,,3.045,5.06,,8066972218
Run,,182.0,28,5044.7,2022-10-24T17:02:14Z,0,-2.5996440835297108,,Run,,1993,79.8,0,24.0,,,4.862,53.28008098527789,2022-10-24,Afternoon Run,162.8,False,5.9,,1787,,False,,2.823,5.04,,8012745903
Ride,198,173.0,37,56102.4,2022-10-22T10:46:06Z,13,-2.5839071441441774,1366.3,Ride,,7935,76.0,12,312.0,,1171,13.398,53.263836689293385,2022-10-22,Great weather for a Morning Ride,154.3,False,,,7498,182.9,False,,7.482,56.1,b9840788,8001291924
Ride,208,180.0,28,15437.5,2022-10-17T15:18:23Z,2,-2.5799185317009687,393.9,Ride,,2110,79.3,2,115.0,,881,16.468,53.262302884832025,2022-10-17,Quick ride in the wind 💨 ,162.8,False,,,2061,191.4,False,,7.49,15.44,b9840788,7977391611
VirtualRide,185,,20,20302.1,2022-10-13T14:01:27Z,3,166.18258953094482,411.6,VirtualRide,,2431,,0,86.0,,396,14.332,-21.73614040017128,2022-10-13,Zwift - Grin And Bear It in France,,False,,,2414,170.5,False,,8.41,20.3,b9840788,7956660447
Ride,186,180.0,0,24640.6,2022-10-13T13:01:39Z,0,,412.3,Ride,,2406,86.6,0,0,,472,12.448,,2022-10-13,Afternoon Ride,149.0,False,,,2406,171.3,True,,10.241,24.64,b9840788,7956659216
VirtualRide,199,,20,15996.8,2022-10-12T11:32:57Z,2,166.9450557231903,365.9,VirtualRide,,2015,75.2,2,178.0,,712,15.702,-11.639031618833542,2022-10-12,Zwift - Whole Lotta Lava in Watopia,,False,,,2015,181.6,False,,7.939,16.0,b9840788,7950775998
Golf,,141.0,25,3781.0,2022-10-08T10:56:09Z,0,-2.548569878563285,,Golf,,5321,,0,84.0,,,1.898,53.25508355163038,2022-10-08,Morning Golf back 9,106.4,False,,,4153,,False,,0.91,3.78,,7929879903
Golf,,142.0,21,4112.7,2022-10-08T08:46:19Z,0,-2.547365901991725,,Golf,,7764,,0,68.0,,,1.753,53.25531480833888,2022-10-08,Morning Golf front 9,96.1,False,,,4123,,False,,0.998,4.11,,7929367744
